Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
04.01.2024 09:15;04.01.2024 09:30;3.753,75;3.754,25;0,50;255,50
04.01.2024 09:30;04.01.2024 09:45;3.794,75;3.796,00;1,25;179,75
04.01.2024 09:45;04.01.2024 10:00;3.783,25;3.824,75;41,50;100,00
04.01.2024 10:00;04.01.2024 10:15;3.793,00;3.799,75;6,75;13,25
04.01.2024 10:15;04.01.2024 10:30;3.804,75;3.854,50;49,75;-67,00
04.01.2024 10:30;04.01.2024 10:45;3.825,25;3.916,00;90,75;-28,00
04.01.2024 10:45;04.01.2024 11:00;3.835,00;3.932,75;97,75;-17,00
04.01.2024 11:00;04.01.2024 11:15;3.741,25;3.752,00;10,75;-39,00
04.01.2024 11:15;04.01.2024 11:30;3.749,75;3.750,25;0,50;-43,00
04.01.2024 11:30;04.01.2024 11:45;3.758,25;3.758,75;0,50;-67,50
04.01.2024 11:45;04.01.2024 12:00;3.778,25;3.778,75;0,50;-8,25
04.01.2024 12:00;04.01.2024 12:15;3.778,75;3.779,25;0,50;67,00
04.01.2024 12:15;04.01.2024 12:30;3.746,25;3.746,75;0,50;146,25
04.01.2024 12:30;04.01.2024 12:45;3.750,25;3.751,00;0,75;206,75
04.01.2024 12:45;04.01.2024 13:00;3.734,00;3.736,00;2,00;190,50
04.01.2024 13:00;04.01.2024 13:15;3.760,75;3.810,75;50,00;335,00
04.01.2024 13:15;04.01.2024 13:30;3.722,50;3.770,75;48,25;359,25
04.01.2024 13:30;04.01.2024 13:45;3.682,25;3.695,25;13,00;420,25
04.01.2024 13:45;04.01.2024 14:00;3.667,25;3.669,25;2,00;505,00
04.01.2024 14:00;04.01.2024 14:15;3.707,25;3.763,50;56,25;671,00
04.01.2024 14:15;04.01.2024 14:30;3.700,25;3.702,25;2,00;798,00
04.01.2024 14:30;04.01.2024 14:45;3.706,75;3.707,50;0,75;898,00
04.01.2024 14:45;04.01.2024 15:00;3.701,25;3.701,75;0,50;1.018,75
04.01.2024 15:00;04.01.2024 15:15;3.715,00;3.715,75;0,75;1.167,50
04.01.2024 15:15;04.01.2024 15:30;3.691,50;3.692,00;0,50;1.277,25
04.01.2024 15:30;04.01.2024 15:45;3.646,00;3.646,50;0,50;1.378,75
04.01.2024 15:45;04.01.2024 16:00;3.613,25;3.613,75;0,50;1.485,00
04.01.2024 16:00;04.01.2024 16:15;3.697,50;3.697,75;0,25;1.677,25
04.01.2024 16:15;04.01.2024 16:30;3.707,50;3.707,75;0,25;1.833,25
04.01.2024 16:30;04.01.2024 16:45;3.730,00;3.730,00;0,00;2.042,00
04.01.2024 16:45;04.01.2024 17:00;3.723,50;3.723,50;0,00;2.221,50
04.01.2024 17:00;04.01.2024 17:15;3.756,25;3.756,25;0,00;2.327,25
04.01.2024 17:15;04.01.2024 17:30;3.751,00;3.751,00;0,00;2.449,25
04.01.2024 17:30;04.01.2024 17:45;3.729,25;3.729,25;0,00;2.593,25
04.01.2024 17:45;04.01.2024 18:00;3.725,50;3.725,50;0,00;2.708,25
04.01.2024 18:00;04.01.2024 18:15;3.702,00;3.702,00;0,00;2.809,00
04.01.2024 18:15;04.01.2024 18:30;3.664,50;3.664,50;0,00;2.862,00
04.01.2024 18:30;04.01.2024 18:45;3.645,50;3.645,50;0,00;2.923,25
04.01.2024 18:45;04.01.2024 19:00;3.665,25;3.665,25;0,00;3.004,25
04.01.2024 19:00;04.01.2024 19:15;3.616,50;3.616,50;0,00;3.011,75
04.01.2024 19:15;04.01.2024 19:30;3.596,00;3.596,00;0,00;3.040,50
04.01.2024 19:30;04.01.2024 19:45;3.552,50;3.552,50;0,00;3.060,00
04.01.2024 19:45;04.01.2024 20:00;3.482,00;3.482,00;0,00;3.059,00
04.01.2024 20:00;04.01.2024 20:15;3.427,50;3.427,50;0,00;3.044,25
04.01.2024 20:15;04.01.2024 20:30;3.330,00;3.330,00;0,00;2.992,75
04.01.2024 20:30;04.01.2024 20:45;3.275,25;3.275,25;0,00;2.967,25
04.01.2024 20:45;04.01.2024 21:00;3.204,00;3.204,00;0,00;2.924,75
04.01.2024 21:00;04.01.2024 21:15;3.128,50;3.129,50;1,00;2.867,75
04.01.2024 21:15;04.01.2024 21:30;3.071,50;3.076,75;5,25;2.833,50
04.01.2024 21:30;04.01.2024 21:45;3.013,75;3.021,25;7,50;2.784,25
04.01.2024 21:45;04.01.2024 22:00;2.987,75;3.035,00;47,25;2.764,25
04.01.2024 22:00;04.01.2024 22:15;2.958,75;2.964,50;5,75;2.730,50
04.01.2024 22:15;04.01.2024 22:30;2.950,00;2.954,50;4,50;2.719,75
04.01.2024 22:30;04.01.2024 22:45;2.883,25;2.891,00;7,75;2.670,25
04.01.2024 22:45;04.01.2024 23:00;2.844,75;2.891,75;47,00;2.644,25
04.01.2024 23:00;04.01.2024 23:15;2.762,75;2.766,75;4,00;2.571,75
04.01.2024 23:15;04.01.2024 23:30;2.705,50;2.711,00;5,50;2.528,00
04.01.2024 23:30;04.01.2024 23:45;2.668,25;2.719,50;51,25;2.499,50
04.01.2024 23:45;05.01.2024 00:00;2.620,00;2.735,25;115,25;2.453,25
05.01.2024 00:00;05.01.2024 00:15;2.564,00;2.571,00;7,00;2.396,00
05.01.2024 00:15;05.01.2024 00:30;2.501,25;2.508,00;6,75;2.333,50
05.01.2024 00:30;05.01.2024 00:45;2.436,25;2.484,25;48,00;2.270,00
05.01.2024 00:45;05.01.2024 01:00;2.427,00;2.526,25;99,25;2.258,75
05.01.2024 01:00;05.01.2024 01:15;2.407,25;2.421,75;14,50;2.234,75
05.01.2024 01:15;05.01.2024 01:30;2.383,25;2.393,00;9,75;2.208,75
05.01.2024 01:30;05.01.2024 01:45;2.360,75;2.430,25;69,50;2.172,50
05.01.2024 01:45;05.01.2024 02:00;2.352,00;2.481,50;129,50;2.149,25
05.01.2024 02:00;05.01.2024 02:15;2.345,75;2.580,75;235,00;2.137,25
05.01.2024 02:15;05.01.2024 02:30;2.351,75;2.650,25;298,50;2.131,50
05.01.2024 02:30;05.01.2024 02:45;2.335,75;2.672,00;336,25;2.099,75
05.01.2024 02:45;05.01.2024 03:00;2.350,50;2.737,50;387,00;2.106,50
05.01.2024 03:00;05.01.2024 03:15;2.378,25;2.769,75;391,50;2.121,25
05.01.2024 03:15;05.01.2024 03:30;2.368,75;2.782,00;413,25;2.099,00
05.01.2024 03:30;05.01.2024 03:45;2.375,50;2.817,75;442,25;2.091,50
05.01.2024 03:45;05.01.2024 04:00;2.394,75;2.844,75;450,00;2.085,00
05.01.2024 04:00;05.01.2024 04:15;2.421,50;2.871,00;449,50;2.090,25
05.01.2024 04:15;05.01.2024 04:30;2.445,50;2.894,25;448,75;2.091,00
05.01.2024 04:30;05.01.2024 04:45;2.428,75;2.876,75;448,00;2.035,50
05.01.2024 04:45;05.01.2024 05:00;2.486,25;2.933,25;447,00;2.046,75
05.01.2024 05:00;05.01.2024 05:15;2.537,00;2.777,75;240,75;2.041,00
05.01.2024 05:15;05.01.2024 05:30;2.590,00;2.796,50;206,50;2.040,25
05.01.2024 05:30;05.01.2024 05:45;2.612,00;2.759,75;147,75;2.018,75
05.01.2024 05:45;05.01.2024 06:00;2.661,75;2.765,75;104,00;2.033,00
05.01.2024 06:00;05.01.2024 06:15;2.750,25;2.863,25;113,00;2.060,00
05.01.2024 06:15;05.01.2024 06:30;2.840,00;2.896,75;56,75;2.122,00
05.01.2024 06:30;05.01.2024 06:45;2.898,25;2.902,75;4,50;2.139,50
05.01.2024 06:45;05.01.2024 07:00;2.946,50;2.948,25;1,75;2.154,75
05.01.2024 07:00;05.01.2024 07:15;3.071,25;3.116,75;45,50;2.252,25
05.01.2024 07:15;05.01.2024 07:30;3.145,25;3.147,00;1,75;2.285,00
05.01.2024 07:30;05.01.2024 07:45;3.240,00;3.241,00;1,00;2.346,25
05.01.2024 07:45;05.01.2024 08:00;3.297,50;3.298,25;0,75;2.352,00
05.01.2024 08:00;05.01.2024 08:15;3.330,25;3.331,00;0,75;2.342,75
05.01.2024 08:15;05.01.2024 08:30;3.371,50;3.372,00;0,50;2.340,00
05.01.2024 08:30;05.01.2024 08:45;3.378,75;3.379,25;0,50;2.317,50
05.01.2024 08:45;05.01.2024 09:00;3.385,75;3.386,25;0,50;2.303,50
05.01.2024 09:00;05.01.2024 09:15;3.395,00;3.395,50;0,50;2.267,00
05.01.2024 09:15;05.01.2024 09:30;3.426,75;3.427,50;0,75;2.232,00
05.01.2024 09:30;05.01.2024 09:45;3.459,50;3.460,25;0,75;2.213,75
05.01.2024 09:45;05.01.2024 10:00;3.491,00;3.491,50;0,50;2.174,25
05.01.2024 10:00;05.01.2024 10:15;3.485,50;3.486,00;0,50;2.111,00
05.01.2024 10:15;05.01.2024 10:30;3.510,00;3.510,25;0,25;2.067,25
05.01.2024 10:30;05.01.2024 10:45;3.543,00;3.543,50;0,50;2.033,50
05.01.2024 10:45;05.01.2024 11:00;3.548,00;3.548,50;0,50;1.971,25
05.01.2024 11:00;05.01.2024 11:15;3.564,75;3.565,25;0,50;1.952,25
05.01.2024 11:15;05.01.2024 11:30;3.554,00;3.554,50;0,50;1.918,00
05.01.2024 11:30;05.01.2024 11:45;3.579,25;3.579,75;0,50;1.949,75
05.01.2024 11:45;05.01.2024 12:00;3.560,00;3.560,50;0,50;1.942,25
05.01.2024 12:00;05.01.2024 12:15;3.562,75;3.563,00;0,25;1.932,50
05.01.2024 12:15;05.01.2024 12:30;3.545,50;3.545,75;0,25;1.903,50
05.01.2024 12:30;05.01.2024 12:45;3.542,75;3.543,00;0,25;1.868,50
05.01.2024 12:45;05.01.2024 13:00;3.548,00;3.548,25;0,25;1.884,75
05.01.2024 13:00;05.01.2024 13:15;3.512,25;3.512,50;0,25;1.881,50
05.01.2024 13:15;05.01.2024 13:30;3.499,50;3.499,75;0,25;1.890,25
05.01.2024 13:30;05.01.2024 13:45;3.506,50;3.506,75;0,25;1.943,25
05.01.2024 13:45;05.01.2024 14:00;3.499,75;3.500,25;0,50;1.978,00
05.01.2024 14:00;05.01.2024 14:15;3.514,25;3.514,75;0,50;2.009,25
05.01.2024 14:15;05.01.2024 14:30;3.529,50;3.529,75;0,25;2.034,75
05.01.2024 14:30;05.01.2024 14:45;3.551,75;3.552,00;0,25;2.104,25
05.01.2024 14:45;05.01.2024 15:00;3.544,00;3.544,50;0,50;2.137,75
05.01.2024 15:00;05.01.2024 15:15;3.527,00;3.527,50;0,50;2.146,25
05.01.2024 15:15;05.01.2024 15:30;3.544,50;3.545,00;0,50;2.207,25
05.01.2024 15:30;05.01.2024 15:45;3.566,25;3.566,75;0,50;2.252,00
05.01.2024 15:45;05.01.2024 16:00;3.597,75;3.598,25;0,50;2.294,00
05.01.2024 16:00;05.01.2024 16:15;3.592,50;3.592,75;0,25;2.304,75
05.01.2024 16:15;05.01.2024 16:30;3.623,00;3.623,25;0,25;2.313,50
05.01.2024 16:30;05.01.2024 16:45;3.676,75;3.676,75;0,00;2.347,50
05.01.2024 16:45;05.01.2024 17:00;3.692,25;3.692,50;0,25;2.336,75
05.01.2024 17:00;05.01.2024 17:15;3.706,50;3.706,50;0,00;2.326,75
05.01.2024 17:15;05.01.2024 17:30;3.721,25;3.721,25;0,00;2.304,50
05.01.2024 17:30;05.01.2024 17:45;3.758,25;3.758,25;0,00;2.341,00
05.01.2024 17:45;05.01.2024 18:00;3.767,25;3.767,25;0,00;2.346,25
05.01.2024 18:00;05.01.2024 18:15;3.747,75;3.747,75;0,00;2.314,75
05.01.2024 18:15;05.01.2024 18:30;3.745,75;3.745,75;0,00;2.265,00
05.01.2024 18:30;05.01.2024 18:45;3.778,00;3.778,00;0,00;2.262,25
05.01.2024 18:45;05.01.2024 19:00;3.781,00;3.781,00;0,00;2.259,25
05.01.2024 19:00;05.01.2024 19:15;3.765,00;3.765,00;0,00;2.240,50
05.01.2024 19:15;05.01.2024 19:30;3.737,50;3.737,50;0,00;2.219,25
05.01.2024 19:30;05.01.2024 19:45;3.708,75;3.708,75;0,00;2.174,25
05.01.2024 19:45;05.01.2024 20:00;3.675,25;3.675,50;0,25;2.151,00
05.01.2024 20:00;05.01.2024 20:15;3.617,50;3.618,00;0,50;2.109,50
05.01.2024 20:15;05.01.2024 20:30;3.562,50;3.563,25;0,75;2.084,00
05.01.2024 20:30;05.01.2024 20:45;3.506,50;3.510,00;3,50;2.039,00
05.01.2024 20:45;05.01.2024 21:00;3.459,75;3.506,25;46,50;2.004,50
05.01.2024 21:00;05.01.2024 21:15;3.416,50;3.421,25;4,75;1.974,00
05.01.2024 21:15;05.01.2024 21:30;3.367,75;3.368,50;0,75;1.955,25
05.01.2024 21:30;05.01.2024 21:45;3.337,00;3.340,50;3,50;1.956,25
05.01.2024 21:45;05.01.2024 22:00;3.290,25;3.334,50;44,25;1.917,50
05.01.2024 22:00;05.01.2024 22:15;3.259,25;3.261,75;2,50;1.926,75
05.01.2024 22:15;05.01.2024 22:30;3.208,00;3.209,75;1,75;1.885,25
05.01.2024 22:30;05.01.2024 22:45;3.202,25;3.209,25;7,00;1.876,00
05.01.2024 22:45;05.01.2024 23:00;3.131,25;3.175,50;44,25;1.806,50
05.01.2024 23:00;05.01.2024 23:15;3.046,50;3.095,25;48,75;1.746,50
05.01.2024 23:15;05.01.2024 23:30;2.981,75;3.041,00;59,25;1.702,50
05.01.2024 23:30;05.01.2024 23:45;2.949,00;3.006,25;57,25;1.683,00
05.01.2024 23:45;06.01.2024 00:00;2.919,00;3.030,00;111,00;1.673,00
06.01.2024 00:00;06.01.2024 00:15;2.831,50;2.957,25;125,75;1.613,75
06.01.2024 00:15;06.01.2024 00:30;2.798,25;2.901,50;103,25;1.594,25
06.01.2024 00:30;06.01.2024 00:45;2.751,50;2.852,75;101,25;1.566,50
06.01.2024 00:45;06.01.2024 01:00;2.738,25;2.867,00;128,75;1.566,25
06.01.2024 01:00;06.01.2024 01:15;2.716,50;2.892,75;176,25;1.569,75
06.01.2024 01:15;06.01.2024 01:30;2.719,75;2.901,25;181,50;1.595,00
06.01.2024 01:30;06.01.2024 01:45;2.710,50;2.905,50;195,00;1.601,50
06.01.2024 01:45;06.01.2024 02:00;2.688,75;2.892,75;204,00;1.588,50
06.01.2024 02:00;06.01.2024 02:15;2.677,25;2.977,00;299,75;1.586,75
06.01.2024 02:15;06.01.2024 02:30;2.642,50;2.944,00;301,50;1.560,00
06.01.2024 02:30;06.01.2024 02:45;2.642,50;2.943,75;301,25;1.567,25
06.01.2024 02:45;06.01.2024 03:00;2.659,25;2.960,25;301,00;1.596,00
06.01.2024 03:00;06.01.2024 03:15;2.661,25;2.952,75;291,50;1.615,25
06.01.2024 03:15;06.01.2024 03:30;2.639,25;2.933,25;294,00;1.624,25
06.01.2024 03:30;06.01.2024 03:45;2.613,00;2.977,00;364,00;1.595,25
06.01.2024 03:45;06.01.2024 04:00;2.661,75;3.029,50;367,75;1.644,50
06.01.2024 04:00;06.01.2024 04:15;2.681,75;3.050,50;368,75;1.672,75
06.01.2024 04:15;06.01.2024 04:30;2.689,50;3.064,25;374,75;1.667,25
06.01.2024 04:30;06.01.2024 04:45;2.668,50;3.041,50;373,00;1.629,00
06.01.2024 04:45;06.01.2024 05:00;2.649,25;3.031,00;381,75;1.612,25
06.01.2024 05:00;06.01.2024 05:15;2.693,00;3.068,25;375,25;1.665,25
06.01.2024 05:15;06.01.2024 05:30;2.677,75;3.052,75;375,00;1.653,50
06.01.2024 05:30;06.01.2024 05:45;2.684,75;3.056,00;371,25;1.643,25
06.01.2024 05:45;06.01.2024 06:00;2.678,00;2.987,25;309,25;1.624,00
06.01.2024 06:00;06.01.2024 06:15;2.691,25;3.000,25;309,00;1.612,75
06.01.2024 06:15;06.01.2024 06:30;2.682,00;2.991,25;309,25;1.605,25
06.01.2024 06:30;06.01.2024 06:45;2.697,25;2.945,75;248,50;1.626,75
06.01.2024 06:45;06.01.2024 07:00;2.742,75;2.986,50;243,75;1.673,25
06.01.2024 07:00;06.01.2024 07:15;2.777,75;2.934,25;156,50;1.712,25
06.01.2024 07:15;06.01.2024 07:30;2.818,50;2.922,00;103,50;1.754,00
06.01.2024 07:30;06.01.2024 07:45;2.859,00;2.961,50;102,50;1.773,00
06.01.2024 07:45;06.01.2024 08:00;2.921,25;3.024,25;103,00;1.831,25
06.01.2024 08:00;06.01.2024 08:15;3.005,75;3.010,75;5,00;1.900,75
06.01.2024 08:15;06.01.2024 08:30;3.077,75;3.079,50;1,75;1.957,00
06.01.2024 08:30;06.01.2024 08:45;3.093,25;3.095,00;1,75;1.952,00
06.01.2024 08:45;06.01.2024 09:00;3.184,25;3.186,00;1,75;1.998,00
06.01.2024 09:00;06.01.2024 09:15;3.251,00;3.252,25;1,25;2.030,25
06.01.2024 09:15;06.01.2024 09:30;3.284,50;3.285,25;0,75;2.029,75
06.01.2024 09:30;06.01.2024 09:45;3.312,00;3.312,50;0,50;2.035,50
06.01.2024 09:45;06.01.2024 10:00;3.342,50;3.343,00;0,50;2.040,50
06.01.2024 10:00;06.01.2024 10:15;3.367,25;3.367,75;0,50;2.055,00
06.01.2024 10:15;06.01.2024 10:30;3.360,00;3.360,50;0,50;2.054,25
06.01.2024 10:30;06.01.2024 10:45;3.400,50;3.401,00;0,50;2.081,00
06.01.2024 10:45;06.01.2024 11:00;3.407,75;3.408,50;0,75;2.085,50
06.01.2024 11:00;06.01.2024 11:15;3.485,00;3.486,75;1,75;2.159,50
06.01.2024 11:15;06.01.2024 11:30;3.495,25;3.496,75;1,50;2.148,50
06.01.2024 11:30;06.01.2024 11:45;3.550,25;3.551,75;1,50;2.183,75
06.01.2024 11:45;06.01.2024 12:00;3.535,00;3.536,50;1,50;2.175,50
06.01.2024 12:00;06.01.2024 12:15;3.530,00;3.531,75;1,75;2.168,00
06.01.2024 12:15;06.01.2024 12:30;3.508,75;3.510,25;1,50;2.151,50
06.01.2024 12:30;06.01.2024 12:45;3.464,25;3.465,75;1,50;2.107,00
06.01.2024 12:45;06.01.2024 13:00;3.462,75;3.464,25;1,50;2.112,25
06.01.2024 13:00;06.01.2024 13:15;3.447,50;3.449,00;1,50;2.118,00
06.01.2024 13:15;06.01.2024 13:30;3.423,75;3.425,25;1,50;2.117,50
06.01.2024 13:30;06.01.2024 13:45;3.360,50;3.362,00;1,50;2.070,50
06.01.2024 13:45;06.01.2024 14:00;3.327,25;3.328,75;1,50;2.086,50
06.01.2024 14:00;06.01.2024 14:15;3.342,25;3.343,75;1,50;2.102,75
06.01.2024 14:15;06.01.2024 14:30;3.348,75;3.350,25;1,50;2.103,25
06.01.2024 14:30;06.01.2024 14:45;3.336,25;3.337,75;1,50;2.105,00
06.01.2024 14:45;06.01.2024 15:00;3.342,00;3.343,50;1,50;2.102,75
06.01.2024 15:00;06.01.2024 15:15;3.339,50;3.340,75;1,25;2.127,25
06.01.2024 15:15;06.01.2024 15:30;3.386,25;3.386,50;0,25;2.167,25
06.01.2024 15:30;06.01.2024 15:45;3.390,50;3.390,75;0,25;2.184,00
06.01.2024 15:45;06.01.2024 16:00;3.374,50;3.375,00;0,50;2.172,25
06.01.2024 16:00;06.01.2024 16:15;3.356,25;3.356,50;0,25;2.153,25
06.01.2024 16:15;06.01.2024 16:30;3.411,25;3.411,50;0,25;2.207,00
06.01.2024 16:30;06.01.2024 16:45;3.434,25;3.434,50;0,25;2.216,75
06.01.2024 16:45;06.01.2024 17:00;3.389,00;3.389,25;0,25;2.161,50
06.01.2024 17:00;06.01.2024 17:15;3.375,50;3.375,75;0,25;2.136,75
06.01.2024 17:15;06.01.2024 17:30;3.420,25;3.420,25;0,00;2.156,50
06.01.2024 17:30;06.01.2024 17:45;3.464,00;3.464,00;0,00;2.190,00
06.01.2024 17:45;06.01.2024 18:00;3.451,50;3.451,50;0,00;2.165,00
06.01.2024 18:00;06.01.2024 18:15;3.451,75;3.451,75;0,00;2.162,00
06.01.2024 18:15;06.01.2024 18:30;3.443,75;3.443,75;0,00;2.144,50
06.01.2024 18:30;06.01.2024 18:45;3.446,00;3.446,00;0,00;2.149,75
06.01.2024 18:45;06.01.2024 19:00;3.422,25;3.422,50;0,25;2.144,25
06.01.2024 19:00;06.01.2024 19:15;3.399,50;3.401,25;1,75;2.113,00
06.01.2024 19:15;06.01.2024 19:30;3.376,25;3.377,75;1,50;2.096,75
06.01.2024 19:30;06.01.2024 19:45;3.345,00;3.346,75;1,75;2.030,00
06.01.2024 19:45;06.01.2024 20:00;3.326,25;3.328,00;1,75;1.999,00
06.01.2024 20:00;06.01.2024 20:15;3.248,25;3.249,75;1,50;1.921,75
06.01.2024 20:15;06.01.2024 20:30;3.214,25;3.215,75;1,50;1.904,00
06.01.2024 20:30;06.01.2024 20:45;3.148,25;3.149,75;1,50;1.822,25
06.01.2024 20:45;06.01.2024 21:00;3.104,50;3.106,00;1,50;1.803,75
06.01.2024 21:00;06.01.2024 21:15;3.020,25;3.021,75;1,50;1.741,75
06.01.2024 21:15;06.01.2024 21:30;3.035,25;3.037,50;2,25;1.752,50
06.01.2024 21:30;06.01.2024 21:45;3.003,25;3.069,50;66,25;1.744,25
06.01.2024 21:45;06.01.2024 22:00;2.978,25;3.044,25;66,00;1.732,00
06.01.2024 22:00;06.01.2024 22:15;2.983,00;2.990,50;7,50;1.739,00
06.01.2024 22:15;06.01.2024 22:30;2.941,75;2.986,75;45,00;1.700,25
06.01.2024 22:30;06.01.2024 22:45;2.941,50;2.986,50;45,00;1.687,75
06.01.2024 22:45;06.01.2024 23:00;2.894,25;2.939,25;45,00;1.632,50
06.01.2024 23:00;06.01.2024 23:15;2.821,50;2.870,25;48,75;1.589,00
06.01.2024 23:15;06.01.2024 23:30;2.735,50;2.801,00;65,50;1.542,00
06.01.2024 23:30;06.01.2024 23:45;2.734,50;2.796,75;62,25;1.562,50
06.01.2024 23:45;07.01.2024 00:00;2.669,25;2.797,00;127,75;1.510,50
07.01.2024 00:00;07.01.2024 00:15;2.671,25;2.819,25;148,00;1.531,50
07.01.2024 00:15;07.01.2024 00:30;2.629,75;2.788,00;158,25;1.485,25
07.01.2024 00:30;07.01.2024 00:45;2.590,25;2.801,50;211,25;1.452,00
07.01.2024 00:45;07.01.2024 01:00;2.581,25;2.800,50;219,25;1.442,25
07.01.2024 01:00;07.01.2024 01:15;2.562,75;2.782,50;219,75;1.402,00
07.01.2024 01:15;07.01.2024 01:30;2.565,50;2.830,50;265,00;1.397,00
07.01.2024 01:30;07.01.2024 01:45;2.568,00;2.840,75;272,75;1.395,00
07.01.2024 01:45;07.01.2024 02:00;2.539,00;2.858,25;319,25;1.356,25
07.01.2024 02:00;07.01.2024 02:15;2.528,50;2.839,00;310,50;1.355,25
07.01.2024 02:15;07.01.2024 02:30;2.538,25;2.888,50;350,25;1.340,75
07.01.2024 02:30;07.01.2024 02:45;2.565,75;2.926,00;360,25;1.321,25
07.01.2024 02:45;07.01.2024 03:00;2.543,75;2.961,50;417,75;1.304,50
07.01.2024 03:00;07.01.2024 03:15;2.494,00;2.878,25;384,25;1.254,25
07.01.2024 03:15;07.01.2024 03:30;2.482,00;2.911,25;429,25;1.259,25
07.01.2024 03:30;07.01.2024 03:45;2.482,25;2.898,00;415,75;1.280,25
07.01.2024 03:45;07.01.2024 04:00;2.497,00;2.924,50;427,50;1.295,50
07.01.2024 04:00;07.01.2024 04:15;2.482,00;2.912,50;430,50;1.262,25
07.01.2024 04:15;07.01.2024 04:30;2.469,75;2.899,75;430,00;1.272,25
07.01.2024 04:30;07.01.2024 04:45;2.445,75;2.874,75;429,00;1.268,50
07.01.2024 04:45;07.01.2024 05:00;2.425,00;2.854,75;429,75;1.277,25
07.01.2024 05:00;07.01.2024 05:15;2.426,75;2.854,75;428,00;1.292,00
07.01.2024 05:15;07.01.2024 05:30;2.386,25;2.815,00;428,75;1.226,50
07.01.2024 05:30;07.01.2024 05:45;2.396,00;2.824,50;428,50;1.202,50
07.01.2024 05:45;07.01.2024 06:00;2.387,75;2.815,75;428,00;1.169,75
07.01.2024 06:00;07.01.2024 06:15;2.360,25;2.787,75;427,50;1.126,50
07.01.2024 06:15;07.01.2024 06:30;2.361,25;2.788,25;427,00;1.105,75
07.01.2024 06:30;07.01.2024 06:45;2.387,75;2.813,25;425,50;1.113,25
07.01.2024 06:45;07.01.2024 07:00;2.378,50;2.804,50;426,00;1.114,50
07.01.2024 07:00;07.01.2024 07:15;2.442,75;2.794,75;352,00;1.174,00
07.01.2024 07:15;07.01.2024 07:30;2.455,50;2.803,25;347,75;1.151,75
07.01.2024 07:30;07.01.2024 07:45;2.542,25;2.884,75;342,50;1.244,50
07.01.2024 07:45;07.01.2024 08:00;2.577,00;2.917,25;340,25;1.325,25
07.01.2024 08:00;07.01.2024 08:15;2.675,75;2.815,50;139,75;1.426,75
07.01.2024 08:15;07.01.2024 08:30;2.737,00;2.870,00;133,00;1.488,75
07.01.2024 08:30;07.01.2024 08:45;2.785,25;2.919,00;133,75;1.541,00
07.01.2024 08:45;07.01.2024 09:00;2.821,00;2.956,50;135,50;1.566,50
07.01.2024 09:00;07.01.2024 09:15;2.882,75;2.888,25;5,50;1.601,75
07.01.2024 09:15;07.01.2024 09:30;2.935,75;2.937,50;1,75;1.612,75
07.01.2024 09:30;07.01.2024 09:45;3.013,00;3.014,50;1,50;1.686,75
07.01.2024 09:45;07.01.2024 10:00;3.033,25;3.034,75;1,50;1.714,25
07.01.2024 10:00;07.01.2024 10:15;3.067,25;3.068,75;1,50;1.745,25
07.01.2024 10:15;07.01.2024 10:30;3.132,00;3.133,50;1,50;1.786,00
07.01.2024 10:30;07.01.2024 10:45;3.211,00;3.212,75;1,75;1.811,75
07.01.2024 10:45;07.01.2024 11:00;3.211,75;3.213,25;1,50;1.789,50
07.01.2024 11:00;07.01.2024 11:15;3.279,25;3.280,75;1,50;1.827,50
07.01.2024 11:15;07.01.2024 11:30;3.349,75;3.351,25;1,50;1.870,75
07.01.2024 11:30;07.01.2024 11:45;3.406,50;3.408,00;1,50;1.895,50
07.01.2024 11:45;07.01.2024 12:00;3.407,00;3.408,50;1,50;1.864,25
07.01.2024 12:00;07.01.2024 12:15;3.367,25;3.368,75;1,50;1.807,25
07.01.2024 12:15;07.01.2024 12:30;3.380,50;3.382,00;1,50;1.796,75
07.01.2024 12:30;07.01.2024 12:45;3.331,75;3.333,75;2,00;1.780,50
07.01.2024 12:45;07.01.2024 13:00;3.249,50;3.251,00;1,50;1.746,75
07.01.2024 13:00;07.01.2024 13:15;3.266,50;3.268,00;1,50;1.764,50
07.01.2024 13:15;07.01.2024 13:30;3.246,25;3.247,75;1,50;1.780,25
07.01.2024 13:30;07.01.2024 13:45;3.238,25;3.239,75;1,50;1.809,00
07.01.2024 13:45;07.01.2024 14:00;3.216,25;3.217,75;1,50;1.800,00
07.01.2024 14:00;07.01.2024 14:15;3.214,00;3.215,75;1,75;1.838,75
07.01.2024 14:15;07.01.2024 14:30;3.200,50;3.202,25;1,75;1.864,75
07.01.2024 14:30;07.01.2024 14:45;3.213,75;3.215,75;2,00;1.930,75
07.01.2024 14:45;07.01.2024 15:00;3.191,00;3.192,75;1,75;1.943,50
07.01.2024 15:00;07.01.2024 15:15;3.190,00;3.191,50;1,50;1.979,25
07.01.2024 15:15;07.01.2024 15:30;3.177,75;3.179,50;1,75;2.006,00
07.01.2024 15:30;07.01.2024 15:45;3.164,50;3.166,25;1,75;2.015,75
07.01.2024 15:45;07.01.2024 16:00;3.201,25;3.202,75;1,50;2.058,00
07.01.2024 16:00;07.01.2024 16:15;3.218,50;3.220,25;1,75;2.105,75
